layer_height,wall_thickness,infill_density,infill_pattern,nozzle_temperature,bed_temperature,print_speed,material,fan_speed,maintenance_needed
0.21236203565420878,0.6962126861417914,26.170568373590598,honeycomb,214.38234587125476,71.91591444076664,82.62469859605932,ABS,3.879945472888746,1
0.38521429192297485,1.267041515805373,24.697879907199983,grid,276.31683748235156,61.64494262583658,17.163170902366627,PETG,18.677252823112934,0
0.31959818254342154,1.7967133374022533,90.62545805210367,grid,299.66854798843235,34.58214311514354,42.6001979626532,PLA,83.12458050899426,0
0.279597545259111,1.571559818255298,24.95461998495061,lines,183.60312063952713,0.7757229347652661,78.88024212049159,PETG,76.67683563383358,0
0.14680559213273098,1.6904978365783196,27.1949726128631,honeycomb,287.68390389491185,59.54870662809767,53.43293972425867,ABS,35.06426914571469,0
0.1467983561008608,1.4540533867371477,75.93982624179637,triangles,254.71566403183897,34.27511862746917,35.44690368656719,TPU,37.681062777421246,0
0.11742508365045984,1.5076425032285639,44.973984245054,lines,296.8059142997785,88.1529960852642,80.57859786858137,PETG,53.35544335535795,0
0.3598528437324806,1.7587130425045108,77.67105569551812,honeycomb,235.80114210317132,2.873551832458019,55.193371082699045,PLA,0.02410046851345493,0
0.2803345035229627,0.7994688141746975,6.536615756438524,honeycomb,281.68655166856485,70.1793373566949,46.13507004427806,TPU,24.124433603802785,0
0.3124217733388137,1.1830799418290248,48.75711936733843,triangles,187.48728823179326,112.97690850072784,74.95795844165332,PETG,20.823180860821445,0
0.10617534828874074,0.7539351069113636,3.3613600183282633,lines,220.23348600939548,20.929112053379942,28.65979613150424,PETG,25.048294674976347,0
0.39097295564859835,1.9802688127946353,6.265320345535452,honeycomb,188.04198453014519,56.59793889007145,139.88440263055702,TPU,80.59058425334413,1
0.34973279224012654,1.9104949434985814,90.64374533444109,honeycomb,297.04117601748845,10.97063901805658,131.47829370869346,TPU,27.967385654644318,1
0.16370173320348286,0.46308289818960946,13.924537111759516,honeycomb,278.0368688726204,75.08182947136231,109.06688200367495,TPU,19.152132205014816,1
0.1545474901621302,1.5289202760251017,53.24206822752171,triangles,282.30569054951644,66.06380167154707,24.86993586238387,PLA,50.42634607930315,0
0.15502135295603015,1.8803973078650653,41.10956026007065,lines,292.5558277720673,48.88386290553988,118.62281562575703,PLA,86.56450363727319,1
0.19127267288786132,0.6889205522037336,34.73433262588427,lines,190.21241833437423,62.565242576848945,123.11402593526266,PETG,24.134970383749987,0
0.2574269294896714,1.308712368884207,89.98333456872724,lines,226.2717111016,107.58895901628122,117.48704648000728,PETG,7.853624279279869,0
0.22958350559263474,1.8647812761408669,2.18233967754895,lines,188.52418668528026,23.555316277328046,25.955224196693763,ABS,35.64047358496647,1
0.1873687420594126,0.45431356573727816,66.37896861755891,grid,205.29517218600344,2.707741404641668,100.14711398948705,PLA,74.76518245649778,0
0.2835558684167139,1.5158724275949438,96.33944342135504,grid,207.52389324452068,103.39978616389212,126.80547140491579,PETG,55.06905446947946,0
0.14184815819561256,0.8757584117960813,56.016818346184195,lines,236.29286532570944,69.25404988654878,90.82947617075348,TPU,81.67933695743474,1
0.18764339456056545,1.879033912602449,93.68224620330918,triangles,212.2274600944371,106.87901465542109,100.49703253193246,TPU,95.9592147609234,0
0.20990855298810754,1.9536931922645886,5.225787928602377,grid,192.11737281813134,71.63342680958071,74.17088711968286,PLA,79.26624767516171,0
0.2368209952651108,1.9108263825814942,41.87933190741614,honeycomb,200.09893069129294,97.2193307951643,84.01902478376736,TPU,60.38030788437534,0
0.33555278841790415,1.1587427466519422,26.015779096205115,grid,197.6730676262509,51.56080360261775,14.81276016924153,ABS,49.33415880523805,1
0.15990213464750794,1.7792682415829018,73.08209649807299,honeycomb,296.7692157494758,89.98319175459226,99.45482307625984,PETG,4.006908634826667,0
0.2542703315240835,1.7512790376561127,98.12970904972467,lines,271.1151008302168,109.56497602678272,21.402609804762285,PETG,98.43219788140412,0
0.2777243706586128,0.910560757189209,25.65300624442478,grid,296.13137583234743,68.65475564666475,70.90204320763127,PETG,38.348112257504255,0
0.11393512381599932,1.7262647586410838,65.41746014740745,triangles,232.76885838094904,21.694218067485544,50.971713673437094,PLA,15.222821391686681,0
0.28226345557043153,0.4592122155447882,19.809763275974014,grid,213.4042177995188,32.25571380362378,86.35991302963983,TPU,66.67088553964568,0
0.15115723710618748,1.3540318055712848,56.53302545716099,grid,275.7951836651024,23.837349227688694,28.67828697324899,ABS,28.428828909545935,0
0.11951547789558387,0.768014139660325,46.39324866883362,grid,219.15047016493762,29.622843311487948,106.83007627626455,PLA,58.57782709310476,0
0.384665661176,0.5929070172436461,97.2005329631537,lines,215.9260048446418,36.76985392212436,121.30161516998585,PETG,58.67679078445912,0
0.3896896099223679,0.5231251226067347,60.85272726964666,triangles,207.90071906493975,66.61605441038262,32.86962296404191,ABS,44.572982090286914,1
0.3425192044349384,1.5140620414050239,34.950637208681876,grid,195.56147738690825,70.55899553565993,24.603832229263503,PETG,83.61186155450426,0
0.19138413075201122,0.9437999420289058,11.409578488793336,triangles,210.7755673220119,51.179969669023336,30.37216759023028,PETG,26.496706155544302,0
0.12930163420191518,1.5596268344460182,15.124682873493455,lines,222.63836981686651,73.85049357850025,132.79785866579024,PLA,44.86325916177341,1
0.3052699079536471,0.5045701452783078,22.53169299512351,honeycomb,260.87930497748766,9.78899107336391,83.94649664588987,PETG,53.76921285909715,0
0.23204574812188042,0.9044645405289766,25.0966661340298,grid,187.5077810663342,10.534588446979196,75.41653944105036,ABS,66.36247207672996,1
0.13661147045343366,1.2631860678005395,85.06160578411378,triangles,205.26083275984115,20.619535242919014,24.9396546743296,PETG,78.39718505055895,0
0.2485530730333811,1.6651570637423418,56.12227882825249,triangles,277.08283683500116,62.16929976484137,100.93784094597466,TPU,39.480728287825606,1
0.11031655633456552,0.9100040046913119,52.33909113743665,lines,197.6306308300525,25.679361443797628,131.5199428653126,PETG,64.6046944096596,0
0.37279612062363465,1.4014262022992146,11.476887186921747,grid,221.1174175827026,33.99412841910928,125.94602170528341,PLA,15.061095306851913,0
0.1776339944800051,1.8175643971778994,86.0139693349435,honeycomb,283.7590706229768,48.037540340759286,97.64765925731218,ABS,93.26481005424786,1
0.2987566853061946,1.3853811010916872,72.28143032084837,triangles,198.59103733721312,97.42393488124559,20.53902033123431,PLA,38.305880642100355,0
0.19351332282682332,0.7727351596058141,6.766836190000158,grid,189.9284202741828,1.6634563095432142,25.735583804641813,TPU,72.95214219764384,0
0.2560204063533433,0.43904125049046083,70.78350972297687,honeycomb,238.1445594096013,77.92545842839469,16.903258195375454,PETG,2.0341081882177647,0
0.26401308380298394,1.7921581982414878,54.353821734264606,triangles,216.29034135342437,80.26518372488223,46.0470903089457,PLA,20.5187142904807,0
0.15545633665765812,0.4340310573606194,8.172534574677826,triangles,247.60900373806248,95.83869364279639,28.992605402452885,PLA,48.7082544323578,0
0.39087538832936763,1.799522676294719,45.830064152865646,honeycomb,276.45658685801703,111.93035268723759,46.40672563534074,PLA,87.82524677323465,0
0.3325398470083344,1.246299414443539,48.469628713004695,honeycomb,196.45781857832918,2.4165418739147793,63.90812780065463,PLA,52.72551499506771,0
0.38184968246925677,1.9025083176206339,16.577454016327575,lines,249.68389014651422,18.454044661585943,142.017589769959,TPU,92.98704822938791,0
0.3684482051282947,1.6780531772378646,94.56981470002823,grid,240.66105124678367,106.34055528671917,95.45264836943689,TPU,48.37968965827963,0
0.2793699936433256,1.99669457685334,84.99753714806619,grid,197.28945432158395,55.02222746244185,126.89632999561472,PETG,49.044909673594994,0
